cause_event_type,effect_event_type,count
Sign_agreement,Giving,2
Presence,Hold,2
Action,Recording,2
GiveUp,Control,2
Receiving,Arranging,2
GiveUp,Competition,2
Competition,GiveUp,2
Being_in_operation,Cause_change_of_position_on_a_scale,2
Committing_crime,Perception_active,2
Committing_crime,Cause_to_amalgamate,2
Influence,Giving,2
Defending,Hold,2
Cause_change_of_position_on_a_scale,Process_start,2
Award,Giving,2
Besieging,Self_motion,2
Besieging,Supply,2
Motion_directional,Statement,2
Placing,Competition,2
Creating,Deciding,2
Cause_to_make_progress,Competition,2
Change,Achieve,2
Getting,Award,2
Hold,Cause_to_be_included,2
Manufacturing,Choosing,2
Competition,Commitment,2
Dispersal,Competition,2
Ratification,Bringing,1
Preventing_or_letting,Name_conferral,1
Research,Convincing,1
Arrest,Patrolling,1
Legal_rulings,Criminal_investigation,1
Breathing,Rescuing,1
Breathing,Death,1
Breathing,Check,1
Communication,Committing_crime,1
Control,Risk,1
Risk,Hindering,1
Hindering,Self_motion,1
Hindering,Breathing,1
Earnings_and_losses,Breathing,1
Motion,Breathing,1
Arrest,Body_movement,1
Earnings_and_losses,Temporary_stay,1
Arrest,Breathing,1
Deciding,Extradition,1
Placing,Breathing,1
Agree_or_refuse_to_act,Body_movement,1
Commerce_sell,Arriving,1
Agree_or_refuse_to_act,Breathing,1
Supply,Commerce_pay,1
Reveal_secret,Presence,1
Motion_directional,Releasing,1
Commitment,Achieve,1
Killing,Risk,1
Name_conferral,Judgment_communication,1
Bringing,Catastrophe,1
Ratification,Damaging,1
Building,Scouring,1
Building,Statement,1
Building,Labeling,1
Building,Reporting,1
Arrest,Check,1
Criminal_investigation,Arrest,1
Sending,Prison,1
Reveal_secret,Killing,1
Reveal_secret,Giving,1
Protest,Becoming_a_member,1
Expressing_publicly,Perception_active,1
Social_event,Justifying,1
Theft,Hostile_encounter,1
Theft,Change,1
Supporting,Preventing_or_letting,1
Name_conferral,Publishing,1
Education_teaching,Cause_to_be_included,1
Arranging,Vocalizations,1
Come_together,Vocalizations,1
Competition,Departing,1
Competition,Agree_or_refuse_to_act,1
Competition,Legal_rulings,1
Competition,Hindering,1
Removing,Legal_rulings,1
Change_event_time,Know,1
Request,Ratification,1
Request,Submitting_documents,1
Submitting_documents,Ratification,1
Ratification,Request,1
Submitting_documents,Creating,1
Submitting_documents,Request,1
Earnings_and_losses,Institutionalization,1
Earnings_and_losses,Action,1
Recording,Self_motion,1
Commerce_pay,Recording,1
Quarreling,Process_start,1
Conquering,Extradition,1
Building,Removing,1
Extradition,Killing,1
Attack,Theft,1
Prison,Process_end,1
Incident,Bodily_harm,1
Cause_to_amalgamate,Control,1
Change_of_leadership,Incident,1
Agree_or_refuse_to_act,Action,1
Sign_agreement,Achieve,1
Preserving,Testing,1
Departing,Hindering,1
Justifying,Change,1
Damaging,Rescuing,1
Creating,Rescuing,1
Traveling,Come_together,1
Traveling,Agree_or_refuse_to_act,1
Agree_or_refuse_to_act,Surrendering,1
Building,Agree_or_refuse_to_act,1
Hold,Practice,1
Ratification,Becoming,1
Ratification,Giving,1
Placing,Cause_to_make_progress,1
Risk,Process_start,1
Know,Control,1
Warning,Sending,1
Risk,Sending,1
Warning,Risk,1
Process_start,Risk,1
Scouring,Escaping,1
Having_or_lacking_access,Escaping,1
Cause_change_of_strength,Reveal_secret,1
Receiving,Destroying,1
Influence,Receiving,1
Releasing,Expressing_publicly,1
Influence,Collaboration,1
Becoming,Expansion,1
Becoming,Bringing,1
Change,Deciding,1
Theft,Criminal_investigation,1
Destroying,Criminal_investigation,1
Commerce_pay,Criminal_investigation,1
Exchange,Removing,1
Exchange,Justifying,1
Commerce_pay,Justifying,1
Justifying,Removing,1
Commerce_pay,Know,1
Know,Reforming_a_system,1
Justifying,Criminal_investigation,1
Connect,Temporary_stay,1
Wearing,Request,1
Recovering,Expressing_publicly,1
Arranging,Research,1
Removing,Research,1
Bodily_harm,Dispersal,1
Sign_agreement,Commitment,1
Commitment,Exchange,1
Response,Institutionalization,1
Response,Ingestion,1
Preventing_or_letting,Cause_to_be_included,1
Ingestion,Institutionalization,1
Know,Being_in_operation,1
Hostile_encounter,Ratification,1
Choosing,Action,1
Robbery,Action,1
Commitment,Hostile_encounter,1
Hindering,Change,1
Getting,Change_of_leadership,1
Cause_change_of_strength,Giving,1
Institutionalization,Death,1
Control,Come_together,1
Wearing,GiveUp,1
Wearing,Agree_or_refuse_to_act,1
Creating,Wearing,1
Connect,Supporting,1
Change_sentiment,Attack,1
Change_sentiment,Damaging,1
Bringing,Releasing,1
Bringing,Getting,1
Influence,Releasing,1
Committing_crime,Change_event_time,1
Convincing,Cure,1
Expansion,Coming_to_believe,1
Change_sentiment,Becoming,1
Supporting,Becoming,1
Change_sentiment,Supporting,1
Hindering,Coming_to_be,1
Request,Wearing,1
Recovering,Action,1
Recovering,Change_event_time,1
Hostile_encounter,Suspicion,1
Supporting,Being_in_operation,1
Expressing_publicly,Supporting,1
Expressing_publicly,Giving,1
Coming_to_be,Wearing,1
Telling,Coming_to_believe,1
Change,Cause_to_be_included,1
Practice,Receiving,1
Practice,Earnings_and_losses,1
Assistance,Resolve_problem,1
Risk,Bodily_harm,1
Sign_agreement,Self_motion,1
Collaboration,Self_motion,1
Sign_agreement,Bodily_harm,1
Forming_relationships,Legality,1
Receiving,Change_of_leadership,1
Risk,Sign_agreement,1
Earnings_and_losses,Surrendering,1
Resolve_problem,Recovering,1
Motion_directional,Coming_to_be,1
Cause_change_of_position_on_a_scale,Filling,1
Publishing,Vocalizations,1
Deciding,Resolve_problem,1
Coming_to_be,Vocalizations,1
Filling,Cause_change_of_position_on_a_scale,1
Placing,Rewards_and_punishments,1
Reforming_a_system,Influence,1
Coming_to_believe,Response,1
Coming_to_believe,Commitment,1
Change_sentiment,Arranging,1
Response,Wearing,1
Violence,Control,1
Change_of_leadership,Reforming_a_system,1
Arriving,Reforming_a_system,1
Coming_to_believe,Wearing,1
Assistance,Reforming_a_system,1
Removing,Earnings_and_losses,1
Attack,Wearing,1
Name_conferral,Change,1
Change_sentiment,Cause_to_amalgamate,1
Influence,Dispersal,1
Becoming_a_member,Control,1
Hiding_objects,Legal_rulings,1
Hiding_objects,Death,1
Hiding_objects,Bringing,1
Death,Choosing,1
Convincing,Judgment_communication,1
Deciding,Coming_to_believe,1
Use_firearm,Protest,1
Legal_rulings,Change,1
Legal_rulings,Protest,1
Destroying,Openness,1
Request,Temporary_stay,1
Convincing,Change_event_time,1
Commitment,Assistance,1
Convincing,Arriving,1
Preventing_or_letting,Change_event_time,1
Kidnapping,Hold,1
Convincing,Extradition,1
Kidnapping,Extradition,1
Hold,Extradition,1
Convincing,Hold,1
Motion,Extradition,1
Arranging,Body_movement,1
Coming_to_believe,Prison,1
Cause_to_be_included,Prison,1
Reveal_secret,Arrest,1
Reveal_secret,Placing,1
Cause_to_be_included,Legality,1
Cause_to_be_included,Coming_to_believe,1
Cause_to_be_included,Legal_rulings,1
Cause_to_be_included,Removing,1
Kidnapping,Scrutiny,1
Convincing,Killing,1
Releasing,Committing_crime,1
Departing,Releasing,1
Kidnapping,Kidnapping,1
Kidnapping,Defending,1
Departing,Change_sentiment,1
Kidnapping,Change_sentiment,1
Kidnapping,Warning,1
Carry_goods,Sending,1
Communication,Award,1
GetReady,Control,1
Change_tool,Attack,1
Change_tool,Judgment_communication,1
Change_tool,Assistance,1
Hold,Carry_goods,1
Change_tool,Death,1
Process_end,Motion_directional,1
Change_tool,Destroying,1
Agree_or_refuse_to_act,Motion_directional,1
Change_tool,Motion_directional,1
Create_artwork,Deciding,1
Manufacturing,Vocalizations,1
Agree_or_refuse_to_act,Bringing,1
Presence,Defending,1
Motion,Ingestion,1
Judgment_communication,Justifying,1
Receiving,Social_event,1
Commerce_pay,Motion,1
Commerce_pay,Departing,1
Bodily_harm,Preserving,1
Change,Preserving,1
Influence,Come_together,1
Arrest,Cause_change_of_position_on_a_scale,1
Arrest,Change,1
Destroying,Prison,1
Coming_to_be,Prison,1
Destroying,Arrest,1
Manufacturing,Confronting_problem,1
Response,Giving,1
Scouring,Coming_to_be,1
Escaping,Use_firearm,1
Publishing,Criminal_investigation,1
Publishing,Giving,1
Giving,Criminal_investigation,1
Recovering,Sending,1
Ratification,Sending,1
Building,Besieging,1
Telling,Resolve_problem,1
Hindering,Bringing,1
Process_end,Arranging,1
Rescuing,Recovering,1
Military_operation,Submitting_documents,1
Violence,Reforming_a_system,1
Dispersal,Dispersal,1
Expansion,Expend_resource,1
Arrest,Dispersal,1
Dispersal,Arrest,1
Scrutiny,Coming_to_believe,1
Death,Arrest,1
Commerce_sell,Damaging,1
Process_start,Change_sentiment,1
Sending,Recording,1
Placing,Recording,1
Openness,Influence,1
Openness,Arrest,1
Openness,Committing_crime,1
Openness,Legal_rulings,1
Arriving,Manufacturing,1
Body_movement,Creating,1
Traveling,Surrounding,1
Bringing,Communication,1
Communication,Quarreling,1
Robbery,Attack,1
Writing,Check,1
Coming_to_be,Protest,1
Becoming_a_member,Cause_to_amalgamate,1
Protest,Bringing,1
Preserving,Supply,1
Reveal_secret,Removing,1
Destroying,Commitment,1
Use_firearm,Military_operation,1
Expressing_publicly,Use_firearm,1
Justifying,Attack,1
Testing,Deciding,1
Coming_to_believe,Deciding,1
Change_of_leadership,Reporting,1
Sign_agreement,Building,1
Temporary_stay,Catastrophe,1
Temporary_stay,Connect,1
Rewards_and_punishments,Cause_change_of_strength,1
Cure,Death,1
Giving,Legality,1
Defending,Catastrophe,1
Rescuing,Change_of_leadership,1
Sign_agreement,Releasing,1
Rescuing,Catastrophe,1
Defending,Rewards_and_punishments,1
Defending,Sign_agreement,1
Reveal_secret,Conquering,1
Reveal_secret,Hostile_encounter,1
Use_firearm,Choosing,1
Patrolling,Scrutiny,1
Incident,Killing,1
Deciding,Use_firearm,1
Suspicion,Testing,1
Incident,Judgment_communication,1
Incident,Testing,1
Military_operation,Deciding,1
Incident,Suspicion,1
Control,Check,1
Incident,Know,1
Response,Rescuing,1
Scouring,Check,1
Scouring,Reporting,1
Cause_to_amalgamate,Manufacturing,1
Convincing,GetReady,1
Use_firearm,Preventing_or_letting,1
Expressing_publicly,Prison,1
Action,GiveUp,1
Influence,Perception_active,1
Influence,Choosing,1
Influence,Commerce_sell,1
Influence,Testing,1
Testing,Creating,1
Commerce_buy,Process_start,1
Bringing,Commerce_pay,1
Deciding,Commerce_pay,1
Bringing,Deciding,1
Dispersal,Bodily_harm,1
Building,Motion,1
Dispersal,Receiving,1
Dispersal,Achieve,1
Reporting,Escaping,1
Achieve,Expansion,1
Expansion,Motion,1
Statement,Choosing,1
Traveling,Risk,1
Getting,Come_together,1
Change_sentiment,Risk,1
Arrest,Earnings_and_losses,1
Traveling,Change_sentiment,1
Achieve,Cause_change_of_position_on_a_scale,1
Departing,Employment,1
Coming_to_believe,Justifying,1
Departing,Come_together,1
Come_together,Employment,1
Change,Response,1
Request,Achieve,1
Death,Supply,1
Death,Receiving,1
Death,Vocalizations,1
Hold,Violence,1
Hold,GetReady,1
Deciding,GetReady,1
Deciding,Violence,1
GetReady,Violence,1
Telling,Killing,1
Telling,Bodily_harm,1
Telling,Destroying,1
Ratification,Cause_to_make_progress,1
Ratification,Building,1
Social_event,Cure,1
Legality,Arrest,1
Placing,Cure,1
Judgment_communication,Self_motion,1
Agree_or_refuse_to_act,Traveling,1
Getting,Commerce_buy,1
Escaping,Extradition,1
Arriving,Legal_rulings,1
Arriving,Traveling,1
Forming_relationships,Scrutiny,1
Choosing,Warning,1
Removing,Releasing,1
Process_start,Research,1
GetReady,Come_together,1
Quarreling,Deciding,1
Having_or_lacking_access,Control,1
Confronting_problem,Having_or_lacking_access,1
Rite,Giving,1
Scouring,Confronting_problem,1
Destroying,Scouring,1
Being_in_operation,Sending,1
Destroying,Coming_to_believe,1
Recording,Create_artwork,1
Recording,Cause_to_amalgamate,1
Choosing,Response,1
Confronting_problem,Achieve,1
Testing,Coming_to_be,1
Change,Placing,1
Damaging,Cause_to_amalgamate,1
Surrounding,Cause_change_of_position_on_a_scale,1
Supply,Create_artwork,1
Supply,Publishing,1
Influence,Create_artwork,1
Supply,Influence,1
Bringing,Escaping,1
Giving,Dispersal,1
Testing,Writing,1
Motion,Cause_to_be_included,1
Motion,Commerce_sell,1
Influence,Hindering,1
Departing,Legal_rulings,1
Departing,Getting,1
Placing,Warning,1
Placing,Prison,1
Warning,Prison,1
Warning,Arrest,1
Warning,Legal_rulings,1
Writing,Research,1
Damaging,Dispersal,1
Temporary_stay,Dispersal,1
Violence,Change_event_time,1
GiveUp,Revenge,1
GiveUp,Statement,1
Agree_or_refuse_to_act,Sending,1
Quarreling,Supply,1
Preventing_or_letting,Revenge,1
Agree_or_refuse_to_act,Revenge,1
GiveUp,Agree_or_refuse_to_act,1
Sending,Vocalizations,1
Process_start,Labeling,1
Manufacturing,Patrolling,1
Expend_resource,Defending,1
Expend_resource,Becoming_a_member,1
Theft,Reveal_secret,1
Reveal_secret,Having_or_lacking_access,1
Communication,Having_or_lacking_access,1
Cause_to_amalgamate,Having_or_lacking_access,1
Cause_to_amalgamate,Communication,1
Cause_to_amalgamate,Reveal_secret,1
Cause_to_amalgamate,Statement,1
Defending,Having_or_lacking_access,1
Defending,Reveal_secret,1
Theft,Communication,1
Communication,Theft,1
Cause_to_amalgamate,Theft,1
Theft,Judgment_communication,1
Defending,Theft,1
Theft,Statement,1
Protest,Giving,1
Presence,Protest,1
Bodily_harm,Agree_or_refuse_to_act,1
Bodily_harm,Legality,1
Collaboration,Hostile_encounter,1
Submitting_documents,Extradition,1
Submitting_documents,Arrest,1
Military_operation,Employment,1
Assistance,Departing,1
Destroying,Reveal_secret,1
Reveal_secret,Motion,1
Coming_to_be,Institutionalization,1
Destroying,Institutionalization,1
Recovering,Telling,1
Recovering,Suspicion,1
Reveal_secret,Suspicion,1
Recovering,Reveal_secret,1
Motion,Suspicion,1
Suspicion,Telling,1
Destroying,Suspicion,1
Recovering,Coming_to_be,1
Recovering,Institutionalization,1
Commerce_buy,Change_of_leadership,1
Hostile_encounter,Being_in_operation,1
Change_event_time,Change_of_leadership,1
Giving,Publishing,1
Giving,Communication,1
Employment,Coming_to_believe,1
Sign_agreement,Departing,1
Arrest,Sign_agreement,1
Writing,Communication,1
Terrorism,Releasing,1
Terrorism,Prison,1
Prison,Releasing,1
Reveal_secret,Releasing,1
Influence,Presence,1
Influence,Preserving,1
Expansion,Expansion,1
Military_operation,Revenge,1
Cause_to_make_progress,Hindering,1
Testing,Convincing,1
Convincing,Testing,1
Education_teaching,Becoming_a_member,1
Institutionalization,Commerce_buy,1
Check,Supporting,1
Wearing,Suspicion,1
Choosing,Education_teaching,1
Bodily_harm,Process_start,1
Receiving,Rescuing,1
Hostile_encounter,Rite,1
Rescuing,Rite,1
Receiving,Rite,1
Theft,Rescuing,1
Scouring,Self_motion,1
Hostile_encounter,Bearing_arms,1
Change,Military_operation,1
Achieve,Process_end,1
Wearing,Name_conferral,1
Wearing,Know,1
Name_conferral,Know,1
Preventing_or_letting,Hindering,1
Cause_change_of_position_on_a_scale,Commerce_pay,1
Deciding,Revenge,1
Arranging,Resolve_problem,1
Arranging,Suspicion,1
Know,Resolve_problem,1
Filling,Arrest,1
Filling,Attack,1
Presence,Committing_crime,1
Filling,Suspicion,1
Filling,Openness,1
Creating,Create_artwork,1
Sign_agreement,Create_artwork,1
Ingestion,Getting,1
Resolve_problem,Coming_to_believe,1
Quarreling,Quarreling,1
Confronting_problem,Communication,1
Confronting_problem,Getting,1
Quarreling,Cause_to_make_progress,1
Process_end,Coming_to_believe,1
Resolve_problem,Action,1
Committing_crime,Cause_change_of_position_on_a_scale,1
Deciding,Killing,1
Committing_crime,Arriving,1
Committing_crime,Choosing,1
Control,Resolve_problem,1
Committing_crime,Deciding,1
Request,Committing_crime,1
Receiving,Education_teaching,1
Ratification,Judgment_communication,1
Bodily_harm,Choosing,1
Destroying,Process_start,1
Hostile_encounter,Risk,1
Giving,Employment,1
Military_operation,Terrorism,1
Convincing,Sign_agreement,1
Giving,Reforming_a_system,1
Reforming_a_system,Collaboration,1
Reforming_a_system,Judgment_communication,1
Scouring,Death,1
Reveal_secret,Coming_to_believe,1
Damaging,Telling,1
Judgment_communication,Protest,1
Scouring,Manufacturing,1
Removing,Hindering,1
Change,Hostile_encounter,1
Arranging,Bringing,1
Education_teaching,Request,1
Convincing,Employment,1
Convincing,Openness,1
Education_teaching,Communication,1
Arrest,Filling,1
Employment,Check,1
Action,Expend_resource,1
Agree_or_refuse_to_act,Giving,1
Preventing_or_letting,Statement,1
Giving,Departing,1
Change_event_time,Cause_change_of_position_on_a_scale,1
Request,Departing,1
Emergency,Protest,1
Becoming_a_member,Arranging,1
Placing,Scrutiny,1
Communication,Commerce_pay,1
GetReady,Deciding,1
Warning,Process_end,1
GetReady,Change_sentiment,1
Telling,Change_event_time,1
Change_sentiment,Deciding,1
Creating,Commitment,1
Resolve_problem,Award,1
Violence,Use_firearm,1
Criminal_investigation,Killing,1
Earnings_and_losses,Award,1
Legality,Check,1
Convincing,Receiving,1
Patrolling,Reporting,1
Surrounding,Earnings_and_losses,1
Commerce_buy,Traveling,1
Presence,Competition,1
Publishing,Wearing,1
Cause_change_of_strength,Scouring,1
Ratification,Change_of_leadership,1
Ratification,Commerce_pay,1
Ratification,Education_teaching,1
Justifying,Motion,1
Ratification,Bearing_arms,1
Becoming,Hold,1
Giving,Surrendering,1
Change_of_leadership,Warning,1
Arriving,Response,1
Expansion,Control,1
Giving,Expansion,1
Choosing,Presence,1
Testing,Legal_rulings,1
Wearing,Removing,1
Legal_rulings,Hold,1
Judgment_communication,Testing,1
Judgment_communication,GiveUp,1
Judgment_communication,Hold,1
Motion,Testing,1
Know,Hold,1
Dispersal,Becoming,1
Testing,Releasing,1
Deciding,Communication,1
Ingestion,Surrendering,1
Come_together,Having_or_lacking_access,1
Military_operation,Having_or_lacking_access,1
Military_operation,Scrutiny,1
Coming_to_believe,Having_or_lacking_access,1
Military_operation,Coming_to_believe,1
Besieging,Military_operation,1
Besieging,Scrutiny,1
Criminal_investigation,Cause_to_be_included,1
Communication,Use_firearm,1
Use_firearm,Connect,1
Kidnapping,Know,1
Commerce_buy,Influence,1
Suspicion,Departing,1
Commerce_buy,Know,1
Kidnapping,Influence,1
Ratification,Ratification,1
Hold,Quarreling,1
Publishing,Expansion,1
Process_start,Submitting_documents,1
Surrounding,Openness,1
Surrounding,Body_movement,1
Violence,Submitting_documents,1
Use_firearm,Coming_to_believe,1
Publishing,Change_of_leadership,1
Conquering,Coming_to_believe,1
Legality,Preventing_or_letting,1
Destroying,Legality,1
Use_firearm,Conquering,1
Defending,Publishing,1
Change_sentiment,Releasing,1
Surrounding,Preventing_or_letting,1
Releasing,Bodily_harm,1
Choosing,Commerce_pay,1
Choosing,Convincing,1
Preventing_or_letting,Removing,1
