cause_event_type,effect_event_type,count,pct_all_causal_relations,pct_of_cause_type
Bringing,Deciding,1,0.0019,0.7519
Dispersal,Bodily_harm,1,0.0019,1.0526
Building,Motion,1,0.0019,0.7752
Dispersal,Receiving,1,0.0019,1.0526
Dispersal,Achieve,1,0.0019,1.0526
Reporting,Escaping,1,0.0019,2.3810
Achieve,Expansion,1,0.0019,2.2222
Expansion,Motion,1,0.0019,1.2987
Statement,Choosing,1,0.0019,0.5291
Traveling,Risk,1,0.0019,0.0934
Getting,Come_together,1,0.0019,0.2959
Change_sentiment,Risk,1,0.0019,2.6316
Arrest,Earnings_and_losses,1,0.0019,0.4695
Traveling,Change_sentiment,1,0.0019,0.0934
Achieve,Cause_change_of_position_on_a_scale,1,0.0019,2.2222
Departing,Employment,1,0.0019,0.4115
Coming_to_believe,Justifying,1,0.0019,2.0408
Departing,Come_together,1,0.0019,0.4115
Come_together,Employment,1,0.0019,0.4608
Change,Response,1,0.0019,0.4255
Request,Achieve,1,0.0019,0.2188
Death,Supply,1,0.0019,0.2128
Death,Receiving,1,0.0019,0.2128
Death,Vocalizations,1,0.0019,0.2128
Hold,Violence,1,0.0019,0.1631
Hold,GetReady,1,0.0019,0.1631
Deciding,GetReady,1,0.0019,0.5181
Deciding,Violence,1,0.0019,0.5181
GetReady,Violence,1,0.0019,2.1739
Telling,Killing,1,0.0019,2.1277
Telling,Bodily_harm,1,0.0019,2.1277
Telling,Destroying,1,0.0019,2.1277
Ratification,Cause_to_make_progress,1,0.0019,5.0000
Ratification,Building,1,0.0019,5.0000
Social_event,Cure,1,0.0019,0.0783
Legality,Arrest,1,0.0019,3.0303
Placing,Cure,1,0.0019,0.4016
Judgment_communication,Self_motion,1,0.0019,0.4065
Agree_or_refuse_to_act,Traveling,1,0.0019,0.3831
Getting,Commerce_buy,1,0.0019,0.2959
Escaping,Extradition,1,0.0019,0.2899
Arriving,Legal_rulings,1,0.0019,0.1328
Arriving,Traveling,1,0.0019,0.1328
Forming_relationships,Scrutiny,1,0.0019,2.1277
Choosing,Warning,1,0.0019,0.3472
Removing,Releasing,1,0.0019,0.5236
Process_start,Research,1,0.0019,0.0766
GetReady,Come_together,1,0.0019,2.1739
Quarreling,Deciding,1,0.0019,0.9091
Having_or_lacking_access,Control,1,0.0019,6.2500
Confronting_problem,Having_or_lacking_access,1,0.0019,1.3699
Rite,Giving,1,0.0019,5.5556
Scouring,Confronting_problem,1,0.0019,4.5455
Destroying,Scouring,1,0.0019,0.2119
Being_in_operation,Sending,1,0.0019,0.8000
Destroying,Coming_to_believe,1,0.0019,0.2119
Recording,Create_artwork,1,0.0019,2.2222
Recording,Cause_to_amalgamate,1,0.0019,2.2222
Choosing,Response,1,0.0019,0.3472
Confronting_problem,Achieve,1,0.0019,1.3699
Testing,Coming_to_be,1,0.0019,0.6579
Change,Placing,1,0.0019,0.4255
Damaging,Cause_to_amalgamate,1,0.0019,0.4016
Surrounding,Cause_change_of_position_on_a_scale,1,0.0019,3.0303
Supply,Create_artwork,1,0.0019,0.8929
Supply,Publishing,1,0.0019,0.8929
Influence,Create_artwork,1,0.0019,0.4651
Supply,Influence,1,0.0019,0.8929
Bringing,Escaping,1,0.0019,0.7519
Giving,Dispersal,1,0.0019,0.5952
Testing,Writing,1,0.0019,0.6579
Motion,Cause_to_be_included,1,0.0019,0.0771
Motion,Commerce_sell,1,0.0019,0.0771
Influence,Hindering,1,0.0019,0.4651
Departing,Legal_rulings,1,0.0019,0.4115
Departing,Getting,1,0.0019,0.4115
Placing,Warning,1,0.0019,0.4016
Placing,Prison,1,0.0019,0.4016
Warning,Prison,1,0.0019,1.3158
Warning,Arrest,1,0.0019,1.3158
Warning,Legal_rulings,1,0.0019,1.3158
Writing,Research,1,0.0019,4.1667
Damaging,Dispersal,1,0.0019,0.4016
Temporary_stay,Dispersal,1,0.0019,2.0833
Violence,Change_event_time,1,0.0019,0.2299
GiveUp,Revenge,1,0.0019,1.6393
GiveUp,Statement,1,0.0019,1.6393
Agree_or_refuse_to_act,Sending,1,0.0019,0.3831
Quarreling,Supply,1,0.0019,0.9091
Preventing_or_letting,Revenge,1,0.0019,0.3891
Agree_or_refuse_to_act,Revenge,1,0.0019,0.3831
GiveUp,Agree_or_refuse_to_act,1,0.0019,1.6393
Sending,Vocalizations,1,0.0019,0.3745
Process_start,Labeling,1,0.0019,0.0766
Manufacturing,Patrolling,1,0.0019,0.7407
Expend_resource,Defending,1,0.0019,1.8182
Expend_resource,Becoming_a_member,1,0.0019,1.8182
Theft,Reveal_secret,1,0.0019,7.6923
Reveal_secret,Having_or_lacking_access,1,0.0019,3.2258
Communication,Having_or_lacking_access,1,0.0019,0.6369
Cause_to_amalgamate,Having_or_lacking_access,1,0.0019,0.7752
Cause_to_amalgamate,Communication,1,0.0019,0.7752
Cause_to_amalgamate,Reveal_secret,1,0.0019,0.7752
Cause_to_amalgamate,Statement,1,0.0019,0.7752
Defending,Having_or_lacking_access,1,0.0019,0.3096
Defending,Reveal_secret,1,0.0019,0.3096
Theft,Communication,1,0.0019,7.6923
Communication,Theft,1,0.0019,0.6369
Cause_to_amalgamate,Theft,1,0.0019,0.7752
Theft,Judgment_communication,1,0.0019,7.6923
Defending,Theft,1,0.0019,0.3096
Theft,Statement,1,0.0019,7.6923
Protest,Giving,1,0.0019,0.8403
Presence,Protest,1,0.0019,0.1764
Bodily_harm,Agree_or_refuse_to_act,1,0.0019,0.3125
Bodily_harm,Legality,1,0.0019,0.3125
Collaboration,Hostile_encounter,1,0.0019,4.1667
Submitting_documents,Extradition,1,0.0019,4.5455
Submitting_documents,Arrest,1,0.0019,4.5455
Military_operation,Employment,1,0.0019,0.1117
Assistance,Departing,1,0.0019,0.6536
Destroying,Reveal_secret,1,0.0019,0.2119
Reveal_secret,Motion,1,0.0019,3.2258
Coming_to_be,Institutionalization,1,0.0019,0.0280
Destroying,Institutionalization,1,0.0019,0.2119
Recovering,Telling,1,0.0019,0.9804
Recovering,Suspicion,1,0.0019,0.9804
Reveal_secret,Suspicion,1,0.0019,3.2258
Recovering,Reveal_secret,1,0.0019,0.9804
Motion,Suspicion,1,0.0019,0.0771
Suspicion,Telling,1,0.0019,20.0000
Destroying,Suspicion,1,0.0019,0.2119
Recovering,Coming_to_be,1,0.0019,0.9804
Recovering,Institutionalization,1,0.0019,0.9804
Commerce_buy,Change_of_leadership,1,0.0019,2.8571
Hostile_encounter,Being_in_operation,1,0.0019,0.0320
Change_event_time,Change_of_leadership,1,0.0019,1.4085
Giving,Publishing,1,0.0019,0.5952
Giving,Communication,1,0.0019,0.5952
Employment,Coming_to_believe,1,0.0019,2.3810
Sign_agreement,Departing,1,0.0019,0.6135
Arrest,Sign_agreement,1,0.0019,0.4695
Writing,Communication,1,0.0019,4.1667
Terrorism,Releasing,1,0.0019,0.1754
Terrorism,Prison,1,0.0019,0.1754
Prison,Releasing,1,0.0019,16.6667
Reveal_secret,Releasing,1,0.0019,3.2258
Influence,Presence,1,0.0019,0.4651
Influence,Preserving,1,0.0019,0.4651
Expansion,Expansion,1,0.0019,1.2987
Military_operation,Revenge,1,0.0019,0.1117
Cause_to_make_progress,Hindering,1,0.0019,0.4717
Testing,Convincing,1,0.0019,0.6579
Convincing,Testing,1,0.0019,1.0638
Education_teaching,Becoming_a_member,1,0.0019,1.4925
Institutionalization,Commerce_buy,1,0.0019,50.0000
Check,Supporting,1,0.0019,1.6393
Wearing,Suspicion,1,0.0019,4.3478
Choosing,Education_teaching,1,0.0019,0.3472
Bodily_harm,Process_start,1,0.0019,0.3125
Receiving,Rescuing,1,0.0019,1.0638
Hostile_encounter,Rite,1,0.0019,0.0320
Rescuing,Rite,1,0.0019,2.5641
Receiving,Rite,1,0.0019,1.0638
Theft,Rescuing,1,0.0019,7.6923
Scouring,Self_motion,1,0.0019,4.5455
Hostile_encounter,Bearing_arms,1,0.0019,0.0320
Change,Military_operation,1,0.0019,0.4255
Achieve,Process_end,1,0.0019,2.2222
Wearing,Name_conferral,1,0.0019,4.3478
Wearing,Know,1,0.0019,4.3478
Name_conferral,Know,1,0.0019,3.5714
Preventing_or_letting,Hindering,1,0.0019,0.3891
Cause_change_of_position_on_a_scale,Commerce_pay,1,0.0019,0.2571
Deciding,Revenge,1,0.0019,0.5181
Arranging,Resolve_problem,1,0.0019,0.1311
Arranging,Suspicion,1,0.0019,0.1311
Know,Resolve_problem,1,0.0019,0.3236
Filling,Arrest,1,0.0019,2.1739
Filling,Attack,1,0.0019,2.1739
Presence,Committing_crime,1,0.0019,0.1764
Filling,Suspicion,1,0.0019,2.1739
Filling,Openness,1,0.0019,2.1739
Creating,Create_artwork,1,0.0019,0.1715
Sign_agreement,Create_artwork,1,0.0019,0.6135
Ingestion,Getting,1,0.0019,11.1111
Resolve_problem,Coming_to_believe,1,0.0019,3.5714
Quarreling,Quarreling,1,0.0019,0.9091
Confronting_problem,Communication,1,0.0019,1.3699
Confronting_problem,Getting,1,0.0019,1.3699
Quarreling,Cause_to_make_progress,1,0.0019,0.9091
Process_end,Coming_to_believe,1,0.0019,0.3472
Resolve_problem,Action,1,0.0019,3.5714
Committing_crime,Cause_change_of_position_on_a_scale,1,0.0019,0.3636
Deciding,Killing,1,0.0019,0.5181
Committing_crime,Arriving,1,0.0019,0.3636
Committing_crime,Choosing,1,0.0019,0.3636
Control,Resolve_problem,1,0.0019,0.2809
Committing_crime,Deciding,1,0.0019,0.3636
Request,Committing_crime,1,0.0019,0.2188
Receiving,Education_teaching,1,0.0019,1.0638
Ratification,Judgment_communication,1,0.0019,5.0000
Bodily_harm,Choosing,1,0.0019,0.3125
Destroying,Process_start,1,0.0019,0.2119
Hostile_encounter,Risk,1,0.0019,0.0320
Giving,Employment,1,0.0019,0.5952
Military_operation,Terrorism,1,0.0019,0.1117
Convincing,Sign_agreement,1,0.0019,1.0638
Giving,Reforming_a_system,1,0.0019,0.5952
Reforming_a_system,Collaboration,1,0.0019,2.0408
Reforming_a_system,Judgment_communication,1,0.0019,2.0408
Scouring,Death,1,0.0019,4.5455
Reveal_secret,Coming_to_believe,1,0.0019,3.2258
Damaging,Telling,1,0.0019,0.4016
Judgment_communication,Protest,1,0.0019,0.4065
Scouring,Manufacturing,1,0.0019,4.5455
Removing,Hindering,1,0.0019,0.5236
Change,Hostile_encounter,1,0.0019,0.4255
Arranging,Bringing,1,0.0019,0.1311
Education_teaching,Request,1,0.0019,1.4925
Convincing,Employment,1,0.0019,1.0638
Convincing,Openness,1,0.0019,1.0638
Education_teaching,Communication,1,0.0019,1.4925
Arrest,Filling,1,0.0019,0.4695
Employment,Check,1,0.0019,2.3810
Action,Expend_resource,1,0.0019,0.2695
Agree_or_refuse_to_act,Giving,1,0.0019,0.3831
Preventing_or_letting,Statement,1,0.0019,0.3891
Giving,Departing,1,0.0019,0.5952
Change_event_time,Cause_change_of_position_on_a_scale,1,0.0019,1.4085
Request,Departing,1,0.0019,0.2188
Emergency,Protest,1,0.0019,25.0000
Becoming_a_member,Arranging,1,0.0019,1.2346
Placing,Scrutiny,1,0.0019,0.4016
Communication,Commerce_pay,1,0.0019,0.6369
GetReady,Deciding,1,0.0019,2.1739
Warning,Process_end,1,0.0019,1.3158
GetReady,Change_sentiment,1,0.0019,2.1739
Telling,Change_event_time,1,0.0019,2.1277
Change_sentiment,Deciding,1,0.0019,2.6316
Creating,Commitment,1,0.0019,0.1715
Resolve_problem,Award,1,0.0019,3.5714
Violence,Use_firearm,1,0.0019,0.2299
Criminal_investigation,Killing,1,0.0019,0.8403
Earnings_and_losses,Award,1,0.0019,0.3058
Legality,Check,1,0.0019,3.0303
Convincing,Receiving,1,0.0019,1.0638
Patrolling,Reporting,1,0.0019,2.1739
Surrounding,Earnings_and_losses,1,0.0019,3.0303
Commerce_buy,Traveling,1,0.0019,2.8571
Presence,Competition,1,0.0019,0.1764
Publishing,Wearing,1,0.0019,0.8772
Cause_change_of_strength,Scouring,1,0.0019,0.2532
Ratification,Change_of_leadership,1,0.0019,5.0000
Ratification,Commerce_pay,1,0.0019,5.0000
Ratification,Education_teaching,1,0.0019,5.0000
Justifying,Motion,1,0.0019,14.2857
Ratification,Bearing_arms,1,0.0019,5.0000
Becoming,Hold,1,0.0019,0.4405
Giving,Surrendering,1,0.0019,0.5952
Change_of_leadership,Warning,1,0.0019,0.1770
Arriving,Response,1,0.0019,0.1328
Expansion,Control,1,0.0019,1.2987
Giving,Expansion,1,0.0019,0.5952
Choosing,Presence,1,0.0019,0.3472
Testing,Legal_rulings,1,0.0019,0.6579
Wearing,Removing,1,0.0019,4.3478
Legal_rulings,Hold,1,0.0019,1.2987
Judgment_communication,Testing,1,0.0019,0.4065
Judgment_communication,GiveUp,1,0.0019,0.4065
Judgment_communication,Hold,1,0.0019,0.4065
Motion,Testing,1,0.0019,0.0771
Know,Hold,1,0.0019,0.3236
Dispersal,Becoming,1,0.0019,1.0526
Testing,Releasing,1,0.0019,0.6579
Deciding,Communication,1,0.0019,0.5181
Ingestion,Surrendering,1,0.0019,11.1111
Come_together,Having_or_lacking_access,1,0.0019,0.4608
Military_operation,Having_or_lacking_access,1,0.0019,0.1117
Military_operation,Scrutiny,1,0.0019,0.1117
Coming_to_believe,Having_or_lacking_access,1,0.0019,2.0408
Military_operation,Coming_to_believe,1,0.0019,0.1117
Besieging,Military_operation,1,0.0019,0.3788
Besieging,Scrutiny,1,0.0019,0.3788
Criminal_investigation,Cause_to_be_included,1,0.0019,0.8403
Communication,Use_firearm,1,0.0019,0.6369
Use_firearm,Connect,1,0.0019,0.1316
Kidnapping,Know,1,0.0019,0.5405
Commerce_buy,Influence,1,0.0019,2.8571
Suspicion,Departing,1,0.0019,20.0000
Commerce_buy,Know,1,0.0019,2.8571
Kidnapping,Influence,1,0.0019,0.5405
Ratification,Ratification,1,0.0019,5.0000
Hold,Quarreling,1,0.0019,0.1631
Publishing,Expansion,1,0.0019,0.8772
Process_start,Submitting_documents,1,0.0019,0.0766
Surrounding,Openness,1,0.0019,3.0303
Surrounding,Body_movement,1,0.0019,3.0303
Violence,Submitting_documents,1,0.0019,0.2299
Use_firearm,Coming_to_believe,1,0.0019,0.1316
Publishing,Change_of_leadership,1,0.0019,0.8772
Conquering,Coming_to_believe,1,0.0019,0.1304
Legality,Preventing_or_letting,1,0.0019,3.0303
Destroying,Legality,1,0.0019,0.2119
Use_firearm,Conquering,1,0.0019,0.1316
Defending,Publishing,1,0.0019,0.3096
Change_sentiment,Releasing,1,0.0019,2.6316
Surrounding,Preventing_or_letting,1,0.0019,3.0303
Releasing,Bodily_harm,1,0.0019,2.9412
Choosing,Commerce_pay,1,0.0019,0.3472
Choosing,Convincing,1,0.0019,0.3472
Preventing_or_letting,Removing,1,0.0019,0.3891
Preventing_or_letting,Choosing,1,0.0019,0.3891
Reporting,Commerce_pay,1,0.0019,2.3810
Criminal_investigation,Commerce_pay,1,0.0019,0.8403
Reporting,Convincing,1,0.0019,2.3810
Influence,Criminal_investigation,1,0.0019,0.4651
Choosing,Criminal_investigation,1,0.0019,0.3472
Influence,Deciding,1,0.0019,0.4651
Departing,Change,1,0.0019,0.4115
Sending,Ratification,1,0.0019,0.3745
Preserving,Filling,1,0.0019,5.0000
Check,Agree_or_refuse_to_act,1,0.0019,1.6393
Supply,Check,1,0.0019,0.8929
Traveling,Cure,1,0.0019,0.0934
Traveling,Committing_crime,1,0.0019,0.0934
Statement,Cause_to_make_progress,1,0.0019,0.5291
Deciding,Submitting_documents,1,0.0019,0.5181
Ratification,Supply,1,0.0019,5.0000
Reforming_a_system,Scrutiny,1,0.0019,2.0408
Warning,Hostile_encounter,1,0.0019,1.3158
Expansion,Request,1,0.0019,1.2987
Expansion,Placing,1,0.0019,1.2987
Body_movement,Name_conferral,1,0.0019,1.1236
Agree_or_refuse_to_act,Competition,1,0.0019,0.3831
Reveal_secret,Process_start,1,0.0019,3.2258
Practice,Self_motion,1,0.0019,12.5000
Practice,Escaping,1,0.0019,12.5000
Practice,Cause_change_of_position_on_a_scale,1,0.0019,12.5000
Resolve_problem,Legal_rulings,1,0.0019,3.5714
Telling,Justifying,1,0.0019,2.1277
Resolve_problem,Confronting_problem,1,0.0019,3.5714
Labeling,Coming_to_be,1,0.0019,20.0000
Expressing_publicly,Receiving,1,0.0019,0.4065
Change_event_time,Becoming,1,0.0019,1.4085
Attack,Institutionalization,1,0.0019,0.0244
Bodily_harm,Institutionalization,1,0.0019,0.3125
Motion,Institutionalization,1,0.0019,0.0771
Request,Extradition,1,0.0019,0.2188
Self_motion,Telling,1,0.0019,0.1328
Attack,Award,1,0.0019,0.0244
Self_motion,Change_of_leadership,1,0.0019,0.1328
Self_motion,Award,1,0.0019,0.1328
Bringing,Employment,1,0.0019,0.7519
Employment,Cause_change_of_position_on_a_scale,1,0.0019,2.3810
Attack,Lighting,1,0.0019,0.0244
Renting,Recovering,1,0.0019,14.2857
Renting,Cause_change_of_position_on_a_scale,1,0.0019,14.2857
Receiving,Assistance,1,0.0019,1.0638
GetReady,Placing,1,0.0019,2.1739
Connect,Cause_to_amalgamate,1,0.0019,1.2195
Hostile_encounter,Employment,1,0.0019,0.0320
Connect,Expansion,1,0.0019,1.2195
Conquering,Perception_active,1,0.0019,0.1304
Request,Recording,1,0.0019,0.2188
Change_sentiment,Recovering,1,0.0019,2.6316
Attack,Expansion,1,0.0019,0.0244
Change_sentiment,Bodily_harm,1,0.0019,2.6316
Supporting,Openness,1,0.0019,0.7246
Patrolling,Openness,1,0.0019,2.1739
Supporting,Patrolling,1,0.0019,0.7246
Control,Recording,1,0.0019,0.2809
Control,Lighting,1,0.0019,0.2809
Lighting,Building,1,0.0019,11.1111
Robbery,Building,1,0.0019,5.0000
Change,Cause_change_of_strength,1,0.0019,0.4255
Use_firearm,Earnings_and_losses,1,0.0019,0.1316
Recording,Attack,1,0.0019,2.2222
Recording,Being_in_operation,1,0.0019,2.2222
Being_in_operation,Attack,1,0.0019,0.8000
Control,Becoming_a_member,1,0.0019,0.2809
Building,Criminal_investigation,1,0.0019,0.7752
Manufacturing,Recording,1,0.0019,0.7407
Change_event_time,Defending,1,0.0019,1.4085
Warning,Justifying,1,0.0019,1.3158
Statement,Killing,1,0.0019,0.5291
Surrendering,Change_event_time,1,0.0019,1.1364
Extradition,Know,1,0.0019,25.0000
Escaping,Reveal_secret,1,0.0019,0.2899
Expressing_publicly,Convincing,1,0.0019,0.4065
Expressing_publicly,Wearing,1,0.0019,0.4065
Convincing,Wearing,1,0.0019,1.0638
Create_artwork,Conquering,1,0.0019,5.2632
Expansion,Hindering,1,0.0019,1.2987
Expansion,Hiding_objects,1,0.0019,1.2987
Expressing_publicly,Influence,1,0.0019,0.4065
Coming_to_believe,Assistance,1,0.0019,2.0408
Control,Commerce_sell,1,0.0019,0.2809
Control,Employment,1,0.0019,0.2809
Building,Lighting,1,0.0019,0.7752
Lighting,Cause_to_make_progress,1,0.0019,11.1111
Building,Cause_to_make_progress,1,0.0019,0.7752
Create_artwork,Arranging,1,0.0019,5.2632
Create_artwork,Cause_to_make_progress,1,0.0019,5.2632
Quarreling,Catastrophe,1,0.0019,0.9091
Quarreling,Damaging,1,0.0019,0.9091
Commitment,Change_sentiment,1,0.0019,2.1739
Arranging,Ratification,1,0.0019,0.1311
Coming_to_be,Ratification,1,0.0019,0.0280
Action,Traveling,1,0.0019,0.2695
Coming_to_believe,Escaping,1,0.0019,2.0408
Writing,Response,1,0.0019,4.1667
Giving,Traveling,1,0.0019,0.5952
Preserving,Becoming_a_member,1,0.0019,5.0000
Giving,Research,1,0.0019,0.5952
Submitting_documents,Response,1,0.0019,4.5455
Process_end,Traveling,1,0.0019,0.3472
Research,Check,1,0.0019,3.4483
Destroying,Becoming_a_member,1,0.0019,0.2119
Collaboration,Legal_rulings,1,0.0019,4.1667
Catastrophe,Terrorism,1,0.0019,0.0090
Coming_to_be,Labeling,1,0.0019,0.0280
Reporting,Labeling,1,0.0019,2.3810
Reporting,Terrorism,1,0.0019,2.3810
Cause_change_of_position_on_a_scale,Name_conferral,1,0.0019,0.2571
Creating,Testing,1,0.0019,0.1715
Becoming_a_member,Preventing_or_letting,1,0.0019,1.2346
Body_movement,Hold,1,0.0019,1.1236
Body_movement,Body_movement,1,0.0019,1.1236
Scouring,Process_start,1,0.0019,4.5455
Preventing_or_letting,Scouring,1,0.0019,0.3891
Filling,GiveUp,1,0.0019,2.1739
Arriving,Scouring,1,0.0019,0.1328
Scouring,Killing,1,0.0019,4.5455
Request,Lighting,1,0.0019,0.2188
Temporary_stay,Change,1,0.0019,2.0833
Commerce_sell,Legality,1,0.0019,1.4706
Commerce_sell,Getting,1,0.0019,1.4706
Becoming,Legality,1,0.0019,0.4405
Publishing,Response,1,0.0019,0.8772
Judgment_communication,Confronting_problem,1,0.0019,0.4065
Reveal_secret,Scrutiny,1,0.0019,3.2258
Reveal_secret,Defending,1,0.0019,3.2258
Arrest,Confronting_problem,1,0.0019,0.4695
Coming_to_be,Kidnapping,1,0.0019,0.0280
Scouring,Arranging,1,0.0019,4.5455
Statement,Supporting,1,0.0019,0.5291
Warning,Receiving,1,0.0019,1.3158
Cause_change_of_position_on_a_scale,Revenge,1,0.0019,0.2571
Destroying,Employment,1,0.0019,0.2119
Arranging,Revenge,1,0.0019,0.1311
Commerce_buy,Change,1,0.0019,2.8571
Commerce_pay,Commerce_sell,1,0.0019,3.5714
Coming_to_be,Robbery,1,0.0019,0.0280
Control,Arranging,1,0.0019,0.2809
Destroying,Recording,1,0.0019,0.2119
Getting,Expend_resource,1,0.0019,0.2959
Escaping,Expend_resource,1,0.0019,0.2899
Getting,Know,1,0.0019,0.2959
Know,Expend_resource,1,0.0019,0.3236
Expend_resource,Openness,1,0.0019,1.8182
GiveUp,Openness,1,0.0019,1.6393
Expend_resource,GiveUp,1,0.0019,1.8182
Judgment_communication,Supporting,1,0.0019,0.4065
Forming_relationships,Change,1,0.0019,2.1277
Expressing_publicly,Forming_relationships,1,0.0019,0.4065
Expansion,Supporting,1,0.0019,1.2987
Patrolling,Change_sentiment,1,0.0019,2.1739
Statement,Recording,1,0.0019,0.5291
Employment,Deciding,1,0.0019,2.3810
Openness,Social_event,1,0.0019,1.2346
Departing,Scrutiny,1,0.0019,0.4115
Legality,Commerce_pay,1,0.0019,3.0303
Arrest,Commerce_pay,1,0.0019,0.4695
Destroying,Commerce_pay,1,0.0019,0.2119
Know,Commerce_pay,1,0.0019,0.3236
Change,Convincing,1,0.0019,0.4255
Wearing,Hindering,1,0.0019,4.3478
Bodily_harm,Wearing,1,0.0019,0.3125
Sign_agreement,Ratification,1,0.0019,0.6135
Arriving,Forming_relationships,1,0.0019,0.1328
Motion_directional,Recovering,1,0.0019,0.2817
Choosing,Research,1,0.0019,0.3472
Preventing_or_letting,Forming_relationships,1,0.0019,0.3891
Motion_directional,Research,1,0.0019,0.2817
Warning,Reporting,1,0.0019,1.3158
Response,Surrounding,1,0.0019,0.6329
Communication,Resolve_problem,1,0.0019,0.6369
Criminal_investigation,Change_event_time,1,0.0019,0.8403
Know,Commitment,1,0.0019,0.3236
Recording,Reveal_secret,1,0.0019,2.2222
Presence,Suspicion,1,0.0019,0.1764
Dispersal,Recording,1,0.0019,1.0526
Emergency,Dispersal,1,0.0019,25.0000
Emergency,Arrest,1,0.0019,25.0000
Emergency,Recovering,1,0.0019,25.0000
Bodily_harm,Communication,1,0.0019,0.3125
Reveal_secret,Attack,1,0.0019,3.2258
Coming_to_believe,Departing,1,0.0019,2.0408
Defending,Change_event_time,1,0.0019,0.3096
Control,Telling,1,0.0019,0.2809
Preventing_or_letting,Connect,1,0.0019,0.3891
Robbery,Removing,1,0.0019,5.0000
Process_start,Justifying,1,0.0019,0.0766
Hold,Check,1,0.0019,0.1631
Hold,Reveal_secret,1,0.0019,0.1631
Hold,Labeling,1,0.0019,0.1631
Cause_to_make_progress,Control,1,0.0019,0.4717
Openness,Agree_or_refuse_to_act,1,0.0019,1.2346
Openness,Submitting_documents,1,0.0019,1.2346
Choosing,Perception_active,1,0.0019,0.3472
Cause_to_make_progress,Social_event,1,0.0019,0.4717
Process_end,Legal_rulings,1,0.0019,0.3472
Lighting,Criminal_investigation,1,0.0019,11.1111
Criminal_investigation,Coming_to_be,1,0.0019,0.8403
Lighting,Reporting,1,0.0019,11.1111
Lighting,Coming_to_be,1,0.0019,11.1111
Getting,Use_firearm,1,0.0019,0.2959
Getting,Arrest,1,0.0019,0.2959
Getting,Reporting,1,0.0019,0.2959
Statement,Criminal_investigation,1,0.0019,0.5291
Hindering,Expressing_publicly,1,0.0019,1.2500
Getting,Hiding_objects,1,0.0019,0.2959
Building,Award,1,0.0019,0.7752
Response,Body_movement,1,0.0019,0.6329
Change_sentiment,Giving,1,0.0019,2.6316
Motion_directional,Forming_relationships,1,0.0019,0.2817
GetReady,Departing,1,0.0019,2.1739
Request,Forming_relationships,1,0.0019,0.2188
Change_sentiment,Bringing,1,0.0019,2.6316
Know,Forming_relationships,1,0.0019,0.3236
Lighting,Killing,1,0.0019,11.1111
Lighting,Damaging,1,0.0019,11.1111
